age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed,votechoice,vote_liberal
58,Male,"$25,000 to $49,999",Saskatchewan,High school diploma,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
45,Female,"$125,000 and more",Saskatchewan,Less than high school,Yes,Single,English only,No,Conservative Party,0
39,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
35,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
19,Male,"Less than $25,000",Alberta,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
50,Male,"$50,000 to $74,999",Ontario,College or certificate,No,Has a partner,English only,Yes,Conservative Party,0
70,Male,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,English only,No,Conservative Party,0
82,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Green Party,0
26,Male,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Has a partner,Both English and French,No,ndp,0
60,Female,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
99,Male,"$100,000 to $ 124,999",British Columbia,Above bachelor,No,Has a partner,English only,No,Liberal Party,1
46,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
47,Male,"$75,000 to $99,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
37,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes,Another party (please specify),0
38,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,French only,Yes,Liberal Party,1
46,Female,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
31,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
62,Female,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Single,English only,Yes,Conservative Party,0
73,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
72,Male,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Single,English only,No,Conservative Party,0
59,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,French only,No,Don't know/ Prefer not to answer,0
69,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
47,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
42,Female,"$100,000 to $ 124,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
71,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No,Bloc Québécois,0
50,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
35,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
69,Male,"$25,000 to $49,999",British Columbia,High school diploma,Yes,Single,English only,Yes,Green Party,0
63,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,No,Conservative Party,0
57,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
55,Female,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
70,Male,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Has a partner,Neither English nor French,Yes,Conservative Party,0
70,Female,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
29,Male,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
43,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,French only,No,Liberal Party,1
54,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
45,Male,"$100,000 to $ 124,999",Alberta,Less than high school,Yes,Has a partner,English only,Yes,Conservative Party,0
42,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Bloc Québécois,0
64,Male,"$125,000 and more",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
64,Female,"$75,000 to $99,999",Manitoba,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
49,Male,"$75,000 to $99,999",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
38,Male,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
60,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
29,Female,"$50,000 to $74,999",Saskatchewan,Less than high school,Yes,Single,English only,Yes,Liberal Party,1
62,Female,"$100,000 to $ 124,999",British Columbia,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
73,Female,"Less than $25,000",Alberta,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
28,Female,"$100,000 to $ 124,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
64,Female,"Less than $25,000",Alberta,High school diploma,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
52,Female,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Single,Both English and French,Yes,Liberal Party,1
72,Female,"$25,000 to $49,999",British Columbia,Above bachelor,Yes,Has a partner,Both English and French,No,Green Party,0
33,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
66,Female,"$75,000 to $99,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,No,Green Party,0
69,Male,"$75,000 to $99,999",Manitoba,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
66,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,English only,No,Bloc Québécois,0
39,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
42,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
69,Male,"$50,000 to $74,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
43,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
47,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Don't know/ Prefer not to answer,0
58,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Has a partner,English only,No,ndp,0
71,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Single,English only,No,Conservative Party,0
33,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
30,Female,"Less than $25,000",British Columbia,College or certificate,Yes,Single,English only,No,ndp,0
49,Female,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
60,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,No,Green Party,0
49,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes,Liberal Party,1
41,Female,"$50,000 to $74,999",Alberta,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
51,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No,Liberal Party,1
68,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
39,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
30,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,No,Single,Both English and French,Yes,Liberal Party,1
38,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
53,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
42,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
35,Male,"$25,000 to $49,999",British Columbia,Above bachelor,Yes,Has a partner,Neither English nor French,Yes,ndp,0
59,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Single,French only,Yes,Don't know/ Prefer not to answer,0
20,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No,Liberal Party,1
33,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Conservative Party,0
72,Male,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Has a partner,English only,No,Liberal Party,1
28,Female,"Less than $25,000",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
33,Male,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Bloc Québécois,0
84,Female,"$50,000 to $74,999",Saskatchewan,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
78,Female,"$25,000 to $49,999",Alberta,High school diploma,No,Has a partner,English only,No,Conservative Party,0
47,Male,"$100,000 to $ 124,999",Alberta,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
61,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,Both English and French,No,Liberal Party,1
55,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Single,French only,Yes,Conservative Party,0
32,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
50,Female,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Don't know/ Prefer not to answer,0
56,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
28,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes,ndp,0
52,Male,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
66,Male,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Liberal Party,1
40,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Bloc Québécois,0
38,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,ndp,0
63,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
66,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Liberal Party,1
82,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,No,Don't know/ Prefer not to answer,0
42,Female,"$100,000 to $ 124,999",British Columbia,College or certificate,Yes,Has a partner,Both English and French,Yes,Conservative Party,0
18,Female,"$125,000 and more",Ontario,High school diploma,Yes,Single,English only,No,ndp,0
49,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
67,Female,"$50,000 to $74,999",Saskatchewan,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
49,Male,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,Yes,Liberal Party,1
27,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,Yes,People's Party,0
64,Female,"Less than $25,000",Quebec,College or certificate,Yes,Has a partner,French only,No,Liberal Party,1
51,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Bloc Québécois,0
78,Male,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
78,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
38,Female,"Less than $25,000",Quebec,Less than high school,No,Single,French only,No,Bloc Québécois,0
59,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Another party (please specify),0
99,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,No,Another party (please specify),0
21,Male,"$50,000 to $74,999",Manitoba,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
72,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
62,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No,People's Party,0
59,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,Neither English nor French,Yes,Conservative Party,0
29,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
73,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,French only,No,Bloc Québécois,0
67,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,French only,No,Liberal Party,1
27,Female,"$125,000 and more",Quebec,Bachelor's degree,Yes,Single,English only,Yes,ndp,0
78,Male,"$75,000 to $99,999",Ontario,Less than high school,Yes,Single,Both English and French,No,Conservative Party,0
57,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,Yes,Conservative Party,0
64,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
32,Female,"$50,000 to $74,999",Alberta,College or certificate,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
25,Female,"$50,000 to $74,999",Alberta,Bachelor's degree,Yes,Single,Both English and French,No,ndp,0
71,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
32,Male,"Less than $25,000",Manitoba,Less than high school,Yes,Single,English only,No,Conservative Party,0
61,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
19,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,No,Don't know/ Prefer not to answer,0
20,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes,Green Party,0
71,Male,"Less than $25,000",Saskatchewan,Bachelor's degree,Yes,Single,English only,No,ndp,0
67,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
68,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,No,Conservative Party,0
62,Female,"$75,000 to $99,999",Alberta,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
30,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Has a partner,English only,No,Green Party,0
28,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
70,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Green Party,0
26,Male,"$50,000 to $74,999",Quebec,Above bachelor,Yes,Has a partner,English only,Yes,Bloc Québécois,0
74,Female,"$100,000 to $ 124,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
30,Male,"$25,000 to $49,999",Alberta,High school diploma,Yes,Single,English only,Yes,ndp,0
34,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
29,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
57,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
62,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
